Date,FUTY
2017-02-01,26.428653717041016
2017-02-02,26.663803100585938
2017-02-03,26.73099136352539
2017-02-06,26.68059730529785
2017-02-07,26.705791473388672
2017-02-08,26.924142837524414
2017-02-09,26.747783660888672
2017-02-10,26.932537078857422
2017-02-13,27.024927139282227
2017-02-14,26.848562240600586
2017-02-15,26.76458168029785
2017-02-16,27.024927139282227
2017-02-17,27.05011558532715
2017-02-21,27.344045639038086
2017-02-22,27.411230087280273
2017-02-23,27.713560104370117
2017-02-24,28.04948616027832
2017-02-27,27.931909561157227
2017-02-28,28.175451278686523
2017-03-01,27.973899841308594
2017-03-02,28.18385124206543
2017-03-03,28.074676513671875
2017-03-06,27.99069595336914
2017-03-07,27.99069595336914
2017-03-08,27.56239128112793
2017-03-09,27.49521255493164
2017-03-10,27.713560104370117
2017-03-13,27.78914451599121
2017-03-14,27.75554656982422
2017-03-15,28.217443466186523
2017-03-16,27.965497970581055
2017-03-17,28.130475997924805
2017-03-20,27.918968200683594
2017-03-21,28.2996826171875
2017-03-22,28.392744064331055
2017-03-23,28.316604614257812
2017-03-24,28.43505096435547
2017-03-27,28.325061798095703
2017-03-28,28.367366790771484
2017-03-29,28.27430534362793
2017-03-30,28.088178634643555
2017-03-31,28.181245803833008
2017-04-03,28.172773361206055
2017-04-04,28.26584243774414
2017-04-05,28.418127059936523
2017-04-06,28.392744064331055
2017-04-07,28.240463256835938
2017-04-10,28.282758712768555
2017-04-11,28.2996826171875
2017-04-12,28.460426330566406
2017-04-13,28.367366790771484
2017-04-17,28.528108596801758
2017-04-18,28.54503631591797
2017-04-19,28.350446701049805
2017-04-20,28.25738525390625
2017-04-21,28.401203155517578
2017-04-24,28.528108596801758
2017-04-25,28.51119041442871
2017-04-26,28.43505096435547
2017-04-27,28.502729415893555
2017-04-28,28.38428497314453
2017-05-01,28.240463256835938
2017-05-02,28.22353744506836
2017-05-03,28.122018814086914
2017-05-04,28.198162078857422
2017-05-05,28.38428497314453
2017-05-08,28.38428497314453
2017-05-09,28.09663200378418
2017-05-10,28.206615447998047
2017-05-11,28.240463256835938
2017-05-12,28.38428497314453
2017-05-15,28.47734832763672
2017-05-16,28.25738525390625
2017-05-17,28.367366790771484
2017-05-18,28.451974868774414
2017-05-19,28.51119041442871
2017-05-22,28.79884147644043
2017-05-23,28.891904830932617
2017-05-24,29.061105728149414
2017-05-25,29.306455612182617
2017-05-26,29.28108024597168
2017-05-30,29.365684509277344
2017-05-31,29.50104331970215
2017-06-01,29.737939834594727
2017-06-02,29.797163009643555
2017-06-05,29.627946853637695
2017-06-06,29.577192306518555
2017-06-07,29.661788940429688
2017-06-08,29.44182586669922
2017-06-09,29.47566795349121
2017-06-12,29.40797996520996
2017-06-13,29.492586135864258
2017-06-14,29.661788940429688
2017-06-15,29.81407356262207
2017-06-16,29.994831085205078
2017-06-19,29.80725860595703
2017-06-20,29.815780639648438
2017-06-21,29.61968421936035
2017-06-22,29.50884246826172
2017-06-23,29.415056228637695
2017-06-26,29.670839309692383
2017-06-27,29.30421257019043
2017-06-28,29.04843521118164
2017-06-29,28.80117416381836
2017-06-30,28.792646408081055
2017-07-03,28.647701263427734
2017-07-05,28.519811630249023
2017-07-06,28.47718620300293
2017-07-07,28.52833366394043
2017-07-10,28.460134506225586
2017-07-11,28.468658447265625
2017-07-12,28.71591567993164
2017-07-13,28.61359977722168
2017-07-14,28.732969284057617
2017-07-17,28.852333068847656
2017-07-18,28.929065704345703
2017-07-19,29.091064453125
2017-07-20,29.287158966064453
2017-07-21,29.534420013427734
2017-07-24,29.287158966064453
2017-07-25,29.176319122314453
2017-07-26,29.406526565551758
2017-07-27,29.474742889404297
2017-07-28,29.449159622192383
2017-07-31,29.551467895507812
2017-08-01,29.6964168548584
2017-08-02,29.798723220825195
2017-08-03,29.892513275146484
2017-08-04,29.84135627746582
2017-08-07,29.901039123535156
2017-08-08,30.020404815673828
2017-08-09,29.84135627746582
2017-08-10,29.94367027282715
2017-08-11,29.739051818847656
2017-08-14,29.926620483398438
2017-08-15,30.071561813354492
2017-08-16,30.182401657104492
2017-08-17,29.96072006225586
2017-08-18,30.139768600463867
2017-08-21,30.26766014099121
2017-08-22,30.318828582763672
2017-08-23,30.438190460205078
2017-08-24,30.412601470947266
2017-08-25,30.52344512939453
2017-08-28,30.56608009338379
2017-08-29,30.497867584228516
2017-08-30,30.387025833129883
2017-08-31,30.412601470947266
2017-09-01,30.39555549621582
2017-09-05,30.404077529907227
2017-09-06,30.284719467163086
2017-09-07,30.489337921142578
2017-09-08,30.634281158447266
2017-09-11,30.90712547302246
2017-09-12,30.404077529907227
2017-09-13,30.259140014648438
2017-09-14,30.506399154663086
2017-09-15,30.512405395507812
2017-09-18,30.26335906982422
2017-09-19,30.22041893005371
2017-09-20,29.988550186157227
2017-09-21,29.94561004638672
2017-09-22,29.74809455871582
2017-09-25,29.988550186157227
2017-09-26,29.971372604370117
2017-09-27,29.60210418701172
2017-09-28,29.72233009338379
2017-09-29,29.653623580932617
2017-10-02,29.756685256958008
2017-10-03,29.653623580932617
2017-10-04,29.954208374023438
2017-10-05,29.902671813964844
2017-10-06,29.859731674194336
2017-10-09,29.92843246459961
2017-10-10,30.2032527923584
2017-10-11,30.35782241821289
2017-10-12,30.49522590637207
2017-10-13,30.280536651611328
2017-10-16,30.2032527923584
2017-10-17,30.43511390686035
2017-10-18,30.409351348876953
2017-10-19,30.66698455810547
2017-10-20,30.70134162902832
2017-10-23,30.70134162902832
2017-10-24,30.692750930786133
2017-10-25,30.58969497680664
2017-10-26,30.60686683654785
2017-10-27,30.812978744506836
2017-10-30,30.821565628051758
2017-10-31,30.847328186035156
2017-11-01,30.641225814819336
2017-11-02,30.761455535888672
2017-11-03,30.873096466064453
2017-11-06,30.735679626464844
2017-11-07,31.104965209960938
2017-11-08,31.104965209960938
2017-11-09,31.096372604370117
2017-11-10,30.984739303588867
2017-11-13,31.30248260498047
2017-11-14,31.72328758239746
2017-11-15,31.448469161987305
2017-11-16,31.362600326538086
2017-11-17,31.1822509765625
2017-11-20,31.079195022583008
2017-11-21,31.173667907714844
2017-11-22,31.165077209472656
2017-11-24,31.199438095092773
2017-11-27,31.35400390625
2017-11-28,31.508590698242188
2017-11-29,31.551528930664062
2017-11-30,31.714689254760742
2017-12-01,31.57729721069336
2017-12-04,31.405536651611328
2017-12-05,30.984739303588867
2017-12-06,31.08778953552246
2017-12-07,31.165077209472656
2017-12-08,31.28531265258789
2017-12-11,31.414121627807617
2017-12-12,30.916030883789062
2017-12-13,30.96755599975586
2017-12-14,30.907442092895508
2017-12-15,31.01127815246582
2017-12-18,30.69978141784668
2017-12-19,30.163312911987305
2017-12-20,29.947002410888672
2017-12-21,29.635494232177734
2017-12-22,29.670116424560547
2017-12-26,29.51435661315918
2017-12-27,29.635494232177734
2017-12-28,29.808549880981445
2017-12-29,29.860462188720703
2018-01-02,29.60088348388672
2018-01-03,29.332653045654297
2018-01-04,29.099035263061523
2018-01-05,29.07306671142578
2018-01-08,29.332653045654297
2018-01-09,29.038463592529297
2018-01-10,28.701000213623047
2018-01-11,28.5971736907959
2018-01-12,28.458728790283203
2018-01-16,28.389511108398438
2018-01-17,28.579872131347656
2018-01-18,28.3808536529541
2018-01-19,28.328941345214844
2018-01-22,28.36355209350586
2018-01-23,28.666399002075195
2018-01-24,28.5279541015625
2018-01-25,28.93463134765625
2018-01-26,28.8913631439209
2018-01-29,28.54526138305664
2018-01-30,28.579872131347656
2018-01-31,28.88271713256836
2018-02-01,28.458728790283203
2018-02-02,28.225107192993164
2018-02-05,27.72325325012207
2018-02-06,27.316574096679688
2018-02-07,27.23870086669922
2018-02-08,26.918550491333008
2018-02-09,27.515592575073242
2018-02-12,27.671337127685547
2018-02-13,27.775165557861328
2018-02-14,27.506935119628906
2018-02-15,28.060707092285156
2018-02-16,28.354900360107422
2018-02-20,27.96552276611328
2018-02-21,27.584808349609375
2018-02-22,27.714595794677734
2018-02-23,28.44142723083496
2018-02-26,28.328941345214844
2018-02-27,27.904958724975586
2018-02-28,27.688640594482422
2018-03-01,27.69729232788086
2018-03-02,27.602109909057617
2018-03-05,28.155887603759766
2018-03-06,27.80112648010254
2018-03-07,27.654027938842773
2018-03-08,27.80112648010254
2018-03-09,27.870346069335938
2018-03-12,28.043397903442383
2018-03-13,28.10396957397461
2018-03-14,28.346242904663086
2018-03-15,28.36355209350586
2018-03-16,28.650583267211914
2018-03-19,28.441198348999023
2018-03-20,28.319059371948242
2018-03-21,28.257986068725586
2018-03-22,28.3626766204834
2018-03-23,27.9700870513916
2018-03-26,28.240537643432617
2018-03-27,28.624408721923828
2018-03-28,28.702926635742188
2018-03-29,28.842514038085938
2018-04-02,28.572063446044922
2018-04-03,28.68548011779785
2018-04-04,28.746545791625977
2018-04-05,28.947206497192383
2018-04-06,28.75527000427246
2018-04-09,28.781448364257812
2018-04-10,28.624408721923828
2018-04-11,28.580787658691406
2018-04-12,28.231815338134766
2018-04-13,28.40630340576172
2018-04-16,28.833791732788086
2018-04-17,29.112972259521484
2018-04-18,29.008275985717773
2018-04-19,28.964656829833984
2018-04-20,28.75527000427246
2018-04-23,28.807619094848633
2018-04-24,29.017004013061523
2018-04-25,29.03445053100586
2018-04-26,29.33106803894043
2018-04-27,29.618974685668945
2018-04-30,29.50555992126465
2018-05-01,29.453214645385742
2018-05-02,29.43577003479004
2018-05-03,29.453214645385742
2018-05-04,29.61025047302246
2018-05-07,29.470659255981445
2018-05-08,28.76399803161621
2018-05-09,28.598236083984375
2018-05-10,28.964656829833984
2018-05-11,29.017004013061523
2018-05-14,28.903587341308594
2018-05-15,28.676755905151367
2018-05-16,28.449922561645508
2018-05-17,28.240537643432617
2018-05-18,28.240537643432617
2018-05-21,28.397579193115234
2018-05-22,28.519712448120117
2018-05-23,28.75527000427246
2018-05-24,28.973373413085938
2018-05-25,29.112972259521484
2018-05-29,29.147865295410156
2018-05-30,29.4008731842041
2018-05-31,29.4008731842041
2018-06-01,28.973373413085938
2018-06-04,28.79888916015625
2018-06-05,28.580787658691406
2018-06-06,28.02242660522461
2018-06-07,28.135847091674805
2018-06-08,28.144569396972656
2018-06-11,28.004980087280273
2018-06-12,28.336505889892578
2018-06-13,28.257986068725586
2018-06-14,28.624408721923828
2018-06-15,28.792530059814453
2018-06-18,28.93337059020996
2018-06-19,29.241453170776367
2018-06-20,29.25905418395996
2018-06-21,29.355878829956055
2018-06-22,29.531932830810547
2018-06-25,29.980852127075195
2018-06-26,29.98965835571289
2018-06-27,30.121686935424805
2018-06-28,30.121686935424805
2018-06-29,30.14809226989746
2018-07-02,30.359350204467773
2018-07-03,30.47378158569336
2018-07-05,30.641029357910156
2018-07-06,30.878698348999023
2018-07-09,29.928037643432617
2018-07-10,30.227313995361328
2018-07-11,30.50018882751465
2018-07-12,30.482589721679688
2018-07-13,30.50018882751465
2018-07-16,30.47378158569336
2018-07-17,30.429777145385742
2018-07-18,30.2889347076416
2018-07-19,30.588211059570312
2018-07-20,30.36815643310547
2018-07-23,30.183311462402344
2018-07-24,30.253721237182617
2018-07-25,30.297739028930664
2018-07-26,30.65863800048828
2018-07-27,30.517791748046875
2018-07-30,30.350553512573242
2018-07-31,30.676237106323242
2018-08-01,30.447376251220703
2018-08-02,30.570608139038086
2018-08-03,30.861087799072266
2018-08-06,30.91390037536621
2018-08-07,30.887495040893555
2018-08-08,30.746652603149414
2018-08-09,30.887495040893555
2018-08-10,30.75545883178711
2018-08-13,30.781862258911133
2018-08-14,30.887495040893555
2018-08-15,31.089954376220703
2018-08-16,31.486055374145508
2018-08-17,31.61809539794922
2018-08-20,31.503652572631836
2018-08-21,31.310012817382812
2018-08-22,31.07234001159668
2018-08-23,31.063547134399414
2018-08-24,31.16917610168457
2018-08-27,30.966720581054688
2018-08-28,30.878698348999023
2018-08-29,31.1075496673584
2018-08-30,31.160369873046875
2018-08-31,31.03713607788086
2018-09-04,31.151561737060547
2018-09-05,31.538869857788086
2018-09-06,31.723726272583008
2018-09-07,31.354015350341797
2018-09-10,31.53006935119629
2018-09-11,31.45084571838379
2018-09-12,31.433244705200195
2018-09-13,31.670909881591797
2018-09-14,31.51246452331543
2018-09-17,31.61809539794922
2018-09-18,31.565279006958008
2018-09-19,30.91390037536621
2018-09-20,30.984323501586914
2018-09-21,31.09611701965332
2018-09-24,30.838821411132812
2018-09-25,30.483945846557617
2018-09-26,30.146812438964844
2018-09-27,30.448453903198242
2018-09-28,30.892051696777344
2018-10-01,30.80333709716797
2018-10-02,31.167085647583008
2018-10-03,30.812206268310547
2018-10-04,30.971904754638672
2018-10-05,31.406625747680664
2018-10-08,31.690523147583008
2018-10-09,31.805866241455078
2018-10-10,31.64616584777832
2018-10-11,31.007389068603516
2018-10-12,30.945283889770508
2018-10-15,31.069490432739258
2018-10-16,31.442106246948242
2018-10-17,31.415498733520508
2018-10-18,31.43324089050293
2018-10-19,31.876834869384766
2018-10-22,31.69939422607422
2018-10-23,31.49534034729004
2018-10-24,32.15187072753906
2018-10-25,31.690523147583008
2018-10-26,31.15821647644043
2018-10-29,31.530832290649414
2018-10-30,31.628421783447266
2018-10-31,31.273542404174805
2018-11-01,31.149341583251953
2018-11-02,30.998516082763672
2018-11-05,31.42437171936035
2018-11-06,31.726011276245117
2018-11-07,32.08976364135742
2018-11-08,31.992172241210938
2018-11-09,32.04539489746094
2018-11-12,32.063148498535156
2018-11-13,32.18735122680664
2018-11-14,31.850223541259766
2018-11-15,31.63729476928711
2018-11-16,32.08976364135742
2018-11-19,32.26720428466797
2018-11-20,32.08976364135742
2018-11-21,31.663917541503906
2018-11-23,31.690523147583008
2018-11-26,31.876834869384766
2018-11-27,32.08976364135742
2018-11-28,32.072021484375
2018-11-29,31.992172241210938
2018-11-30,32.48012161254883
2018-12-03,32.73741912841797
2018-12-04,32.7640266418457
2018-12-06,32.80838394165039
2018-12-07,32.95034408569336
2018-12-10,33.012447357177734
2018-12-11,33.15439987182617
2018-12-12,32.97694778442383
2018-12-13,33.260860443115234
2018-12-14,33.18100357055664
2018-12-17,32.11637496948242
2018-12-18,31.867963790893555
2018-12-19,31.81473159790039
2018-12-20,31.885711669921875
2018-12-21,31.652538299560547
2018-12-24,30.312461853027344
2018-12-26,30.741287231445312
2018-12-27,31.009300231933594
2018-12-28,31.045034408569336
2018-12-31,31.161178588867188
2019-01-02,30.55367660522461
2019-01-03,30.571542739868164
2019-01-04,31.05396842956543
2019-01-07,30.830617904663086
2019-01-08,31.259449005126953
2019-01-09,31.03610610961914
2019-01-10,31.473859786987305
2019-01-11,31.3398494720459
2019-01-14,30.660879135131836
2019-01-15,31.062904357910156
2019-01-16,31.17011070251465
2019-01-17,31.348783493041992
2019-01-18,31.384523391723633
2019-01-22,31.43812370300293
2019-01-23,31.750810623168945
2019-01-24,31.92949104309082
2019-01-25,31.50066566467285
2019-01-28,31.348783493041992
2019-01-29,31.420259475708008
2019-01-30,31.643604278564453
2019-01-31,32.331504821777344
2019-02-01,32.161766052246094
2019-02-04,32.24216842651367
2019-02-05,32.27790451049805
2019-02-06,32.19750213623047
2019-02-07,32.61738586425781
2019-02-08,32.81393814086914
2019-02-11,32.778202056884766
2019-02-12,32.81393814086914
2019-02-13,32.73352813720703
2019-02-14,32.706729888916016
2019-02-15,32.840728759765625
2019-02-19,33.0194091796875
2019-02-20,33.17128372192383
2019-02-21,33.42143249511719
2019-02-22,33.617984771728516
2019-02-25,33.41249465942383
2019-02-26,33.341033935546875
2019-02-27,33.403568267822266
2019-02-28,33.555442810058594
2019-03-01,33.6358528137207
2019-03-04,33.725181579589844
2019-03-05,33.6358528137207
2019-03-06,33.62690734863281
2019-03-07,33.725181579589844
2019-03-08,33.86812973022461
2019-03-11,34.12721252441406
2019-03-12,34.34161376953125
2019-03-13,34.36842346191406
2019-03-14,34.31482696533203
2019-03-15,34.47779846191406
2019-03-18,34.36974334716797
2019-03-19,33.973548889160156
2019-03-20,34.02758026123047
2019-03-21,34.42376708984375
2019-03-22,34.63086700439453
2019-03-25,34.6758918762207
2019-03-26,34.9370231628418
2019-03-27,34.720924377441406
2019-03-28,34.31571960449219
2019-03-29,34.4868049621582
2019-04-01,34.27069854736328
2019-04-02,34.252689361572266
2019-04-03,34.20766830444336
2019-04-04,34.108619689941406
2019-04-05,34.450782775878906
2019-04-08,34.180641174316406
2019-04-09,34.252689361572266
2019-04-10,34.1356315612793
2019-04-11,34.3337287902832
2019-04-12,34.4868049621582
2019-04-15,34.45978546142578
2019-04-16,34.036582946777344
2019-04-17,33.910518646240234
2019-04-18,33.93752670288086
2019-04-22,33.91952133178711
2019-04-23,34.036582946777344
2019-04-24,34.23468017578125
2019-04-25,34.387752532958984
2019-04-26,34.450782775878906
2019-04-29,34.252689361572266
2019-04-30,34.774940490722656
2019-05-01,34.4417839050293
2019-05-02,34.34273147583008
2019-05-03,34.61286163330078
2019-05-06,34.405765533447266
2019-05-07,34.28871154785156
2019-05-08,33.83848571777344
2019-05-09,33.8294792175293
2019-05-10,34.405765533447266
2019-05-13,34.76593780517578
2019-05-14,34.513816833496094
2019-05-15,34.468788146972656
2019-05-16,34.66688537597656
2019-05-17,34.855979919433594
2019-05-20,34.90100860595703
2019-05-21,34.928016662597656
2019-05-22,35.207157135009766
2019-05-23,35.44126510620117
2019-05-24,35.36922836303711
2019-05-28,34.837974548339844
2019-05-29,34.36073684692383
2019-05-30,34.261688232421875
2019-05-31,34.45978546142578
2019-06-03,34.855979919433594
2019-06-04,34.90100860595703
2019-06-05,35.60334396362305
2019-06-06,35.81044387817383
2019-06-07,35.56732940673828
2019-06-10,35.34221649169922
2019-06-11,35.11711120605469
2019-06-12,35.55832290649414
2019-06-13,35.61234664916992
2019-06-14,35.95452117919922
2019-06-17,35.81044387817383
2019-06-18,35.74740982055664
2019-06-19,36.035560607910156
2019-06-20,36.224647521972656
2019-06-21,36.36885452270508
2019-06-24,36.3507194519043
2019-06-25,36.15118408203125
2019-06-26,35.371212005615234
2019-06-27,35.41655349731445
2019-06-28,35.6160774230957
2019-07-01,35.543521881103516
2019-07-02,35.94258117675781
2019-07-03,36.25095748901367
2019-07-05,36.21467208862305
2019-07-08,36.22373962402344
2019-07-09,36.25095748901367
2019-07-10,36.3507194519043
2019-07-11,36.3507194519043
2019-07-12,36.13304138183594
2019-07-15,36.241878509521484
2019-07-16,36.0786247253418
2019-07-17,36.232810974121094
2019-07-18,36.51396179199219
2019-07-19,35.9516487121582
2019-07-22,35.91537857055664
2019-07-23,35.68863296508789
2019-07-24,35.72491455078125
2019-07-25,35.62514877319336
2019-07-26,35.79747009277344
2019-07-29,35.9516487121582
2019-07-30,35.72491455078125
2019-07-31,35.579803466796875
2019-08-01,35.91537857055664
2019-08-02,35.88816452026367
2019-08-05,35.30771255493164
2019-08-06,35.75212097167969
2019-08-07,35.82467269897461
2019-08-08,36.27815628051758
2019-08-09,36.26001739501953
2019-08-12,36.17839050292969
2019-08-13,36.21467208862305
2019-08-14,35.91537857055664
2019-08-15,36.3779182434082
2019-08-16,36.586524963378906
2019-08-19,36.81325912475586
2019-08-20,36.722564697265625
2019-08-21,36.967437744140625
2019-08-22,36.98558044433594
2019-08-23,36.60466003417969
2019-08-26,37.03093338012695
2019-08-27,37.058143615722656
2019-08-28,36.967437744140625
2019-08-29,37.25767135620117
2019-08-30,37.293941497802734
2019-09-03,37.901607513427734
2019-09-04,37.96509552001953
2019-09-05,37.575103759765625
2019-09-06,37.439056396484375
2019-09-09,37.23046112060547
2019-09-10,37.23046112060547
2019-09-11,37.61137771606445
2019-09-12,37.71113967895508
2019-09-13,37.52975082397461
2019-09-16,37.52975082397461
2019-09-17,37.856258392333984
2019-09-18,38.01951217651367
2019-09-19,38.17369079589844
2019-09-20,38.29149627685547
2019-09-23,38.34629440307617
2019-09-24,38.7207145690918
2019-09-25,38.73897171020508
2019-09-26,38.90336227416992
2019-09-27,38.76637268066406
2019-09-30,38.80290985107422
2019-10-01,38.65679168701172
2019-10-02,38.172767639160156
2019-10-03,38.273231506347656
2019-10-04,38.8211669921875
2019-10-07,38.65679168701172
2019-10-08,38.282371520996094
2019-10-09,38.43761444091797
2019-10-10,38.42848587036133
2019-10-11,38.30976486206055
2019-10-14,38.044918060302734
2019-10-15,37.9536018371582
2019-10-16,38.03579330444336
2019-10-17,38.1362419128418
2019-10-18,38.254966735839844
2019-10-21,38.41021728515625
2019-10-22,38.53807067871094
2019-10-23,38.6841926574707
2019-10-24,38.83943176269531
2019-10-25,38.42848587036133
2019-10-28,37.90793991088867
2019-10-29,37.9536018371582
2019-10-30,38.32801818847656
2019-10-31,38.492408752441406
2019-11-01,38.42848587036133
2019-11-04,37.88968276977539
2019-11-05,37.54265213012695
2019-11-06,37.6157112121582
2019-11-07,37.159095764160156
2019-11-08,36.9764518737793
2019-11-11,36.74814987182617
2019-11-12,36.78467559814453
2019-11-13,37.32347869873047
2019-11-14,37.43306350708008
2019-11-15,37.551780700683594
2019-11-18,37.59744644165039
2019-11-19,37.52438735961914
2019-11-20,37.77095413208008
2019-11-21,37.6065788269043
2019-11-22,37.66136932373047
2019-11-25,37.53351593017578
2019-11-26,37.679630279541016
2019-11-27,37.76182174682617
2019-11-29,37.697898864746094
2019-12-02,37.38740539550781
2019-12-03,37.560909271240234
2019-12-04,37.789222717285156
2019-12-05,37.862274169921875
2019-12-06,37.76182174682617
2019-12-09,37.6065788269043
2019-12-10,37.63397216796875
2019-12-11,37.743560791015625
2019-12-12,37.59744644165039
2019-12-13,37.862274169921875
2019-12-16,38.337158203125
2019-12-17,38.47413635253906
2019-12-18,38.629390716552734
2019-12-19,38.62025833129883
2019-12-20,38.89994812011719
2019-12-23,38.52273178100586
2019-12-24,38.53193283081055
2019-12-26,38.59634017944336
2019-12-27,38.72514343261719
2019-12-30,38.73434066772461
2019-12-31,38.91836166381836
2020-01-02,38.393924713134766
2020-01-03,38.43072509765625
2020-01-06,38.50432205200195
2020-01-07,38.41232681274414
2020-01-08,38.37552261352539
2020-01-09,38.559532165527344
2020-01-10,38.66073989868164
2020-01-13,38.93675994873047
2020-01-14,39.056365966796875
2020-01-15,39.59919738769531
2020-01-16,39.856815338134766
2020-01-17,40.12363052368164
2020-01-21,40.43645095825195
2020-01-22,40.52846145629883
2020-01-23,40.878074645996094
2020-01-24,40.997676849365234
2020-01-27,40.868873596191406
2020-01-28,41.0252799987793
2020-01-29,41.108089447021484
2020-01-30,41.45771026611328
2020-01-31,41.282894134521484
2020-02-03,41.448509216308594
2020-02-04,41.05288314819336
2020-02-05,41.22769546508789
2020-02-06,41.26449966430664
2020-02-07,41.12649154663086
2020-02-10,41.23689651489258
2020-02-11,41.3932991027832
2020-02-12,41.430110931396484
2020-02-13,41.90854263305664
2020-02-14,42.19375228881836
2020-02-18,42.515777587890625
2020-02-19,42.08334732055664
2020-02-20,42.19375228881836
2020-02-21,42.12934875488281
2020-02-24,41.586524963378906
2020-02-25,40.71246337890625
2020-02-26,40.25243377685547
2020-02-27,38.439918518066406
2020-02-28,37.115047454833984
2020-03-02,39.20357131958008
2020-03-03,38.78034973144531
2020-03-04,40.91487121582031
2020-03-05,40.29843521118164
2020-03-06,40.02241897583008
2020-03-09,37.7498779296875
2020-03-10,38.15471267700195
2020-03-11,36.222591400146484
2020-03-12,32.441162109375
2020-03-13,34.27206802368164
2020-03-16,30.444643020629883
2020-03-17,34.244476318359375
2020-03-18,32.89199447631836
2020-03-19,31.171483993530273
2020-03-20,28.649442672729492
2020-03-23,27.023218154907227
2020-03-24,29.959716796875
2020-03-25,30.758888244628906
2020-03-26,33.32368087768555
2020-03-27,33.463069915771484
2020-03-30,34.6897087097168
2020-03-31,33.379432678222656
2020-04-01,31.362916946411133
2020-04-02,32.27360916137695
2020-04-03,31.204944610595703
2020-04-06,33.611751556396484
2020-04-07,33.20287322998047
2020-04-08,34.94990539550781
2020-04-09,36.585418701171875
2020-04-13,35.423824310302734
2020-04-14,36.418155670166016
2020-04-15,35.163639068603516
2020-04-16,35.1357536315918
2020-04-17,36.269466400146484
2020-04-20,34.9127311706543
2020-04-21,34.36446762084961
2020-04-22,35.31232452392578
2020-04-23,34.78264236450195
2020-04-24,34.977783203125
2020-04-27,35.38666534423828
2020-04-28,35.563228607177734
2020-04-29,35.32160949707031
2020-04-30,34.475975036621094
2020-05-01,33.6396369934082
2020-05-04,33.816192626953125
2020-05-05,34.104270935058594
2020-05-06,32.924095153808594
2020-05-07,33.100650787353516
2020-05-08,33.834774017333984
2020-05-11,33.667510986328125
2020-05-12,33.26792526245117
2020-05-13,32.97055435180664
2020-05-14,33.295799255371094
2020-05-15,32.840457916259766
2020-05-18,34.30870056152344
2020-05-19,33.69538497924805
2020-05-20,33.964866638183594
2020-05-21,33.630340576171875
2020-05-22,34.0113410949707
2020-05-26,34.3180046081543
2020-05-27,34.65254592895508
2020-05-28,35.609683990478516
2020-05-29,35.90705871582031
2020-06-01,36.269466400146484
2020-06-02,36.48320007324219
2020-06-03,36.929256439208984
2020-06-04,36.278770446777344
2020-06-05,36.789859771728516
2020-06-08,37.79347229003906
2020-06-09,37.01288604736328
2020-06-10,36.75269317626953
2020-06-11,35.22869110107422
2020-06-12,35.18222427368164
2020-06-15,35.368080139160156
2020-06-16,35.609683990478516
2020-06-17,35.451717376708984
2020-06-18,35.442420959472656
2020-06-19,34.47951126098633
2020-06-22,34.779239654541016
2020-06-23,34.4514045715332
2020-06-24,34.11418914794922
2020-06-25,33.73952102661133
2020-06-26,33.36484146118164
2020-06-29,34.001792907714844
2020-06-30,34.16102981567383
2020-07-01,34.91038131713867
2020-07-02,34.98530960083008
2020-07-06,34.61064529418945
2020-07-07,34.4514045715332
2020-07-08,34.713680267333984
2020-07-09,34.22659683227539
2020-07-10,34.8729133605957
2020-07-13,34.94784927368164
2020-07-14,35.26632308959961
2020-07-15,35.125816345214844
2020-07-16,35.566062927246094
2020-07-17,36.32478713989258
2020-07-20,35.80023193359375
2020-07-21,36.02503967285156
2020-07-22,36.60578918457031
2020-07-23,36.60578918457031
2020-07-24,36.36224365234375
2020-07-27,35.91263961791992
2020-07-28,36.44655227661133
2020-07-29,36.643253326416016
2020-07-30,36.615150451660156
2020-07-31,36.6619873046875
2020-08-03,36.23112106323242
2020-08-04,36.5964241027832
2020-08-05,36.17490768432617
2020-08-06,36.39971160888672
2020-08-07,37.10223388671875
2020-08-10,37.13032150268555
2020-08-11,36.34351348876953
2020-08-12,36.87742614746094
2020-08-13,36.71818923950195
2020-08-14,36.44655227661133
2020-08-17,36.390350341796875
2020-08-18,36.22174072265625
2020-08-19,36.13743591308594
2020-08-20,35.77212905883789
2020-08-21,35.83769989013672
2020-08-24,36.15616989135742
2020-08-25,35.847068786621094
2020-08-26,35.37872314453125
2020-08-27,35.500492095947266
2020-08-28,35.631629943847656
2020-08-31,35.69719696044922
2020-09-01,35.31315994262695
2020-09-02,36.3060417175293
2020-09-03,35.94073486328125
2020-09-04,35.69719696044922
2020-09-08,35.44429016113281
2020-09-09,35.90327453613281
2020-09-10,35.25695037841797
2020-09-11,35.30379104614258
2020-09-14,35.8189697265625
2020-09-15,36.01567459106445
2020-09-16,35.97820281982422
2020-09-17,35.69719696044922
2020-09-18,35.1030158996582
2020-09-21,34.85741424560547
2020-09-22,35.08412551879883
2020-09-23,34.50788879394531
2020-09-24,34.94242858886719
2020-09-25,35.490318298339844
2020-09-28,35.55644226074219
2020-09-29,35.565895080566406
2020-09-30,35.83983612060547
2020-10-01,36.208248138427734
2020-10-02,36.66168212890625
2020-10-05,37.0678825378418
2020-10-06,37.38905715942383
2020-10-07,37.62521743774414
2020-10-08,38.324256896972656
2020-10-09,38.324256896972656
2020-10-12,38.579307556152344
2020-10-13,38.25813293457031
2020-10-14,38.22978973388672
