Date,VPU
2013-11-05,63.19206619262695
2013-11-06,63.92762756347656
2013-11-07,63.318355560302734
2013-11-08,63.28864288330078
2013-11-11,63.273807525634766
2013-11-12,62.738826751708984
2013-11-13,62.99146270751953
2013-11-14,63.46696472167969
2013-11-15,63.801334381103516
2013-11-18,63.75674057006836
2013-11-19,63.2589225769043
2013-11-20,62.63479995727539
2013-11-21,62.820556640625
2013-11-22,62.820556640625
2013-11-25,62.58279800415039
2013-11-26,61.97355651855469
2013-11-27,61.79521942138672
2013-11-29,61.765499114990234
2013-12-02,61.49803161621094
2013-12-03,61.810089111328125
2013-12-04,61.97355651855469
2013-12-05,61.56489181518555
2013-12-06,62.34504318237305
2013-12-09,62.047855377197266
2013-12-10,61.40887451171875
2013-12-11,60.8739013671875
2013-12-12,61.07451629638672
2013-12-13,61.07451629638672
2013-12-16,61.416297912597656
2013-12-17,61.319705963134766
2013-12-18,62.084991455078125
2013-12-19,61.67633819580078
2013-12-20,62.24219512939453
2013-12-23,62.0845947265625
2013-12-24,62.28719711303711
2013-12-26,62.062068939208984
2013-12-27,62.2572021484375
2013-12-30,62.392269134521484
2013-12-31,62.4973258972168
2014-01-02,61.54426574707031
2014-01-03,61.41667938232422
2014-01-06,61.43170166015625
2014-01-07,61.99452590942383
2014-01-08,61.67182540893555
2014-01-09,61.96453094482422
2014-01-10,62.81251907348633
2014-01-13,62.227169036865234
2014-01-14,62.28719711303711
2014-01-15,62.21968078613281
2014-01-16,62.55738067626953
2014-01-17,62.549861907958984
2014-01-21,63.255279541015625
2014-01-22,63.375335693359375
2014-01-23,63.21025466918945
2014-01-24,62.55738067626953
2014-01-27,62.61741638183594
2014-01-28,62.820045471191406
2014-01-29,62.699981689453125
2014-01-30,63.77311706542969
2014-01-31,64.21585845947266
2014-02-03,63.547969818115234
2014-02-04,63.17271041870117
2014-02-05,62.90256881713867
2014-02-06,63.35285949707031
2014-02-07,63.7656135559082
2014-02-10,64.23086547851562
2014-02-11,64.74866485595703
2014-02-12,64.84622192382812
2014-02-13,65.63419342041016
2014-02-14,66.0394515991211
2014-02-18,66.25706481933594
2014-02-19,65.8743667602539
2014-02-20,66.42967224121094
2014-02-21,66.50472259521484
2014-02-24,66.32462310791016
2014-02-25,66.30960845947266
2014-02-26,66.07695770263672
2014-02-27,65.89686584472656
2014-02-28,66.34712982177734
2014-03-03,65.71675109863281
2014-03-04,66.28711700439453
2014-03-05,65.85934448242188
2014-03-06,65.4541015625
2014-03-07,65.59669494628906
2014-03-10,65.54415893554688
2014-03-11,65.31150817871094
2014-03-12,66.12198638916016
2014-03-13,66.75987243652344
2014-03-14,67.1726303100586
2014-03-17,67.54033660888672
2014-03-18,67.52531433105469
2014-03-19,66.54222869873047
2014-03-20,66.51974487304688
2014-03-21,67.03003692626953
2014-03-24,67.08375549316406
2014-03-25,67.39400482177734
2014-03-26,67.09132385253906
2014-03-27,67.5831298828125
2014-03-28,67.67394256591797
2014-03-31,68.49110412597656
2014-04-01,68.05985260009766
2014-04-02,67.97659301757812
2014-04-03,68.1808853149414
2014-04-04,68.43057250976562
2014-04-07,68.22628021240234
2014-04-08,69.1569595336914
2014-04-09,69.02075958251953
2014-04-10,68.63487243652344
2014-04-11,68.55919647216797
2014-04-14,68.98292541503906
2014-04-15,69.89846801757812
2014-04-16,70.40543365478516
2014-04-17,69.69416809082031
2014-04-21,69.5882568359375
2014-04-22,69.72444152832031
2014-04-23,69.81522369384766
2014-04-24,70.22380828857422
2014-04-25,70.9199447631836
2014-04-28,71.26041412353516
2014-04-29,70.93508911132812
2014-04-30,71.05612182617188
2014-05-01,71.32850646972656
2014-05-02,70.01197052001953
2014-05-05,70.54917907714844
2014-05-06,70.20869445800781
2014-05-07,71.32096099853516
2014-05-08,70.56429290771484
2014-05-09,69.64877319335938
2014-05-12,69.11913299560547
2014-05-13,69.19477081298828
2014-05-14,69.52771759033203
2014-05-15,69.27800750732422
2014-05-16,69.50499725341797
2014-05-19,68.51380157470703
2014-05-20,68.5364990234375
2014-05-21,68.5289535522461
2014-05-22,69.10398864746094
2014-05-23,68.99048614501953
2014-05-27,69.54283142089844
2014-05-28,69.9590072631836
2014-05-29,69.996826171875
2014-05-30,70.5340347290039
2014-06-02,70.45836639404297
2014-06-03,70.63240814208984
2014-06-04,70.69292449951172
2014-06-05,71.3663558959961
2014-06-06,71.13177490234375
2014-06-09,70.73832702636719
2014-06-10,70.52647399902344
2014-06-11,69.70175170898438
2014-06-12,69.91360473632812
2014-06-13,70.29193878173828
2014-06-16,70.79133605957031
2014-06-17,70.74589538574219
2014-06-18,72.16838836669922
2014-06-19,72.7282943725586
2014-06-20,72.3197250366211
2014-06-23,72.13134765625
2014-06-24,72.32963562011719
2014-06-25,72.7109146118164
2014-06-26,72.8481674194336
2014-06-27,73.14556884765625
2014-06-30,73.7403793334961
2014-07-01,73.07694244384766
2014-07-02,71.66619110107422
2014-07-03,70.98748779296875
2014-07-07,71.2162857055664
2014-07-08,71.71955871582031
2014-07-09,71.55944061279297
2014-07-10,71.92547607421875
2014-07-11,71.42977142333984
2014-07-14,70.64434814453125
2014-07-15,70.93413543701172
2014-07-16,71.08663940429688
2014-07-17,70.39268493652344
2014-07-18,71.19341278076172
2014-07-21,71.06376647949219
2014-07-22,70.97987365722656
2014-07-23,70.93413543701172
2014-07-24,71.11714935302734
2014-07-25,70.54521179199219
2014-07-28,71.51368713378906
2014-07-29,70.81209564208984
2014-07-30,69.7597885131836
2014-07-31,68.61593627929688
2014-08-01,68.82943725585938
2014-08-04,68.50152587890625
2014-08-05,67.66271209716797
2014-08-06,66.90015411376953
2014-08-07,67.55595397949219
2014-08-08,68.90568542480469
2014-08-11,68.70744323730469
2014-08-12,68.63877868652344
2014-08-13,68.95906829833984
2014-08-14,69.63015747070312
2014-08-15,69.89703369140625
2014-08-18,69.81314849853516
2014-08-19,70.64434814453125
2014-08-20,70.82736206054688
2014-08-21,70.97987365722656
2014-08-22,70.78926086425781
2014-08-25,71.185791015625
2014-08-26,70.49185943603516
2014-08-27,71.20103454589844
2014-08-28,71.6585693359375
2014-08-29,72.1466064453125
2014-09-02,71.44502258300781
2014-09-03,71.86445617675781
2014-09-04,71.82633209228516
2014-09-05,72.68041229248047
2014-09-08,72.23812866210938
2014-09-09,71.41454315185547
2014-09-10,71.0942611694336
2014-09-11,71.72720336914062
2014-09-12,70.37747192382812
2014-09-15,70.49185943603516
2014-09-16,71.33831024169922
2014-09-17,71.14000701904297
2014-09-18,70.62910461425781
2014-09-19,71.185791015625
2014-09-22,70.64049530029297
2014-09-23,70.3021240234375
2014-09-24,70.07904815673828
2014-09-25,69.70220947265625
2014-09-26,69.80219268798828
2014-09-29,70.14826965332031
2014-09-30,70.23285675048828
2014-10-01,70.52511596679688
2014-10-02,70.4174575805664
2014-10-03,70.89430236816406
2014-10-06,70.90967559814453
2014-10-07,70.78661346435547
2014-10-08,72.34017944335938
2014-10-09,71.10196685791016
2014-10-10,71.45571899414062
2014-10-13,71.37110137939453
2014-10-14,72.08638000488281
2014-10-15,71.1326904296875
2014-10-16,71.27113342285156
2014-10-17,71.72490692138672
2014-10-20,72.74009704589844
2014-10-21,73.10924530029297
2014-10-22,73.53227233886719
2014-10-23,73.76298522949219
2014-10-24,74.3552017211914
2014-10-27,74.23212432861328
2014-10-28,74.8473892211914
2014-10-29,74.46282958984375
2014-10-30,76.03178405761719
2014-10-31,76.10868835449219
2014-11-03,76.59323120117188
2014-11-04,76.13174438476562
2014-11-05,77.74683380126953
2014-11-06,76.54708099365234
2014-11-07,77.34691619873047
2014-11-10,77.716064453125
2014-11-11,77.4161376953125
2014-11-12,76.16252136230469
2014-11-13,75.4395751953125
2014-11-14,75.10887908935547
2014-11-17,76.01638793945312
2014-11-18,76.24713897705078
2014-11-19,76.19327545166016
2014-11-20,76.00870513916016
2014-11-21,76.33171844482422
2014-11-24,75.75492858886719
2014-11-25,75.7318344116211
2014-11-26,76.05484771728516
2014-11-28,76.72393798828125
2014-12-01,76.73932647705078
2014-12-02,77.27001190185547
2014-12-03,77.13155364990234
2014-12-04,77.13155364990234
2014-12-05,76.58551025390625
2014-12-08,77.1008071899414
2014-12-09,77.62379455566406
2014-12-10,76.53168487548828
2014-12-11,77.26232147216797
2014-12-12,76.44710540771484
2014-12-15,75.75492858886719
2014-12-16,75.63954162597656
2014-12-17,77.12389373779297
2014-12-18,77.9314193725586
2014-12-19,77.93911743164062
2014-12-22,78.16213989257812
2014-12-23,78.47746276855469
2014-12-24,79.80029296875
2014-12-26,80.72319793701172
2014-12-29,81.89991760253906
2014-12-30,80.18486785888672
2014-12-31,78.71588897705078
2015-01-02,79.15428161621094
2015-01-05,78.0852279663086
2015-01-06,78.13137817382812
2015-01-07,78.96199035644531
2015-01-08,79.5772705078125
2015-01-09,79.00816345214844
2015-01-12,78.80049133300781
2015-01-13,79.10812377929688
2015-01-14,79.846435546875
2015-01-15,80.28483581542969
2015-01-16,81.04621887207031
2015-01-20,81.17697143554688
2015-01-21,81.95372009277344
2015-01-22,81.66917419433594
2015-01-23,81.95372009277344
2015-01-26,81.97682189941406
2015-01-27,82.04603576660156
2015-01-28,81.2461929321289
2015-01-29,82.31523895263672
2015-01-30,80.43096160888672
2015-02-02,80.84625244140625
2015-02-03,81.25386810302734
2015-02-04,80.2079086303711
2015-02-05,80.96162414550781
2015-02-06,77.67761993408203
2015-02-09,76.96238708496094
2015-02-10,78.43900299072266
2015-02-11,76.80085754394531
2015-02-12,76.52400207519531
2015-02-13,75.4242172241211
2015-02-17,75.30113220214844
2015-02-18,77.07005310058594
2015-02-19,76.33171844482422
2015-02-20,76.39325714111328
2015-02-23,76.88546752929688
2015-02-24,77.36229705810547
2015-02-25,76.24713897705078
2015-02-26,75.72415924072266
2015-02-27,75.6549301147461
2015-03-02,74.16293334960938
2015-03-03,74.6935806274414
2015-03-04,74.21675109863281
2015-03-05,74.71663665771484
2015-03-06,72.57860565185547
2015-03-09,72.67858123779297
2015-03-10,72.57090759277344
2015-03-11,72.12482452392578
2015-03-12,73.4861068725586
2015-03-13,72.75547790527344
2015-03-16,73.94757080078125
2015-03-17,73.89371490478516
2015-03-18,75.84720611572266
2015-03-19,75.13194274902344
2015-03-20,75.85487365722656
2015-03-23,75.95028686523438
2015-03-24,75.11270904541016
2015-03-25,74.25180053710938
2015-03-26,73.64688110351562
2015-03-27,74.11222076416016
2015-03-30,75.10492706298828
2015-03-31,75.13595581054688
2015-04-01,75.12818908691406
2015-04-02,75.3763656616211
2015-04-06,76.31478118896484
2015-04-07,75.43841552734375
2015-04-08,75.23676300048828
2015-04-09,74.9265365600586
2015-04-10,75.48495483398438
2015-04-13,74.74041748046875
2015-04-14,75.12044525146484
2015-04-15,75.32208251953125
2015-04-16,74.83348083496094
2015-04-17,74.58531188964844
2015-04-20,75.63229370117188
2015-04-21,74.95756530761719
2015-04-22,75.12818908691406
2015-04-23,75.58577728271484
2015-04-24,76.3070297241211
2015-04-27,75.3608627319336
2015-04-28,75.9425277709961
2015-04-29,75.68659210205078
2015-04-30,74.65511322021484
2015-05-01,74.96532440185547
2015-05-04,75.50822448730469
2015-05-05,73.8175048828125
2015-05-06,73.3987045288086
2015-05-07,73.63912200927734
2015-05-08,74.15875244140625
2015-05-11,73.70892333984375
2015-05-12,73.54605102539062
2015-05-13,72.91786193847656
2015-05-14,73.78649139404297
2015-05-15,74.63184356689453
2015-05-18,74.94207763671875
2015-05-19,75.07390594482422
2015-05-20,75.19023895263672
2015-05-21,75.15922546386719
2015-05-22,75.0273666381836
2015-05-26,74.49221801757812
2015-05-27,74.84126281738281
2015-05-28,75.07390594482422
2015-05-29,74.9343032836914
2015-06-01,75.05838775634766
2015-06-02,74.01913452148438
2015-06-03,73.04194641113281
2015-06-04,72.77049255371094
2015-06-05,71.93289947509766
2015-06-08,71.5528793334961
2015-06-09,71.38999938964844
2015-06-10,71.74676513671875
2015-06-11,72.27416229248047
2015-06-12,71.61492919921875
2015-06-15,71.40550994873047
2015-06-16,71.75453186035156
2015-06-17,72.34394073486328
2015-06-18,73.31340026855469
2015-06-19,72.64641571044922
2015-06-22,72.59213256835938
2015-06-23,71.68470001220703
2015-06-24,71.16511535644531
2015-06-25,70.66873931884766
2015-06-26,71.01942443847656
2015-06-29,70.54192352294922
2015-06-30,70.3853759765625
2015-07-01,70.64368438720703
2015-07-02,71.67692565917969
2015-07-06,71.86479187011719
2015-07-07,73.5633773803711
2015-07-08,73.19548034667969
2015-07-09,72.41273498535156
2015-07-10,72.83540344238281
2015-07-13,72.86670684814453
2015-07-14,72.79627990722656
2015-07-15,73.07023620605469
2015-07-16,74.17391967773438
2015-07-17,73.36768341064453
2015-07-20,72.96066284179688
2015-07-21,72.26399230957031
2015-07-22,72.54580688476562
2015-07-23,71.50472259521484
2015-07-24,71.47343444824219
2015-07-27,72.41273498535156
2015-07-28,72.76495361328125
2015-07-29,72.99979400634766
2015-07-30,73.5711898803711
2015-07-31,74.23653411865234
2015-08-03,74.54179382324219
2015-08-04,73.32071685791016
2015-08-05,73.59468841552734
2015-08-06,73.7590560913086
2015-08-07,74.5731201171875
2015-08-10,74.36180877685547
2015-08-11,74.71403503417969
2015-08-12,76.00556945800781
2015-08-13,76.02123260498047
2015-08-14,76.6630859375
2015-08-17,77.08576965332031
2015-08-18,76.82746887207031
2015-08-19,77.07794189453125
2015-08-20,76.52218627929688
2015-08-21,75.55940246582031
2015-08-24,72.86670684814453
2015-08-25,70.66718292236328
2015-08-26,71.86479187011719
2015-08-27,72.76495361328125
2015-08-28,72.65538787841797
2015-08-31,71.56731414794922
2015-09-01,69.69654846191406
2015-09-02,69.64176940917969
2015-09-03,70.03315734863281
2015-09-04,69.02337646484375
2015-09-08,70.43234252929688
2015-09-09,69.65742492675781
2015-09-10,69.46173858642578
2015-09-11,69.99400329589844
2015-09-14,70.19752502441406
2015-09-15,70.61238861083984
2015-09-16,71.35600280761719
2015-09-17,72.24051666259766
2015-09-18,71.80218505859375
2015-09-21,72.06050109863281
2015-09-22,71.21509552001953
2015-09-23,71.36383056640625
2015-09-24,71.93524169921875
2015-09-25,72.63465118408203
2015-09-28,72.23948669433594
2015-09-29,72.2711181640625
2015-09-30,73.51185607910156
2015-10-01,72.75318908691406
2015-10-02,73.733154296875
2015-10-05,74.8157958984375
2015-10-06,74.25469207763672
2015-10-07,74.0966567993164
2015-10-08,75.0291976928711
2015-10-09,74.7684097290039
2015-10-12,75.400634765625
2015-10-13,75.17935180664062
2015-10-14,75.1556167602539
2015-10-15,76.26202392578125
2015-10-16,76.42008972167969
2015-10-19,76.5149154663086
2015-10-20,76.68087768554688
2015-10-21,76.4516830444336
2015-10-22,77.28937530517578
2015-10-23,76.0012435913086
2015-10-26,75.90640258789062
2015-10-27,75.6061019897461
2015-10-28,74.95805358886719
2015-10-29,74.54713439941406
2015-10-30,74.9422607421875
2015-11-02,74.98966217041016
2015-11-03,75.23468017578125
2015-11-04,75.62188720703125
2015-11-05,74.99755859375
2015-11-06,72.29483032226562
2015-11-09,72.3975601196289
2015-11-10,73.10089874267578
2015-11-11,73.67782592773438
2015-11-12,72.81639099121094
2015-11-13,72.50028228759766
2015-11-16,73.76473999023438
2015-11-17,72.42127227783203
2015-11-18,73.0218734741211
2015-11-19,73.68570709228516
2015-11-20,74.01763916015625
2015-11-23,73.48815155029297
2015-11-24,73.37749481201172
2015-11-25,73.01398468017578
2015-11-27,73.16413116455078
2015-11-30,73.34589385986328
2015-12-01,73.89910125732422
2015-12-02,72.36595153808594
2015-12-03,71.67841339111328
2015-12-04,72.60301208496094
2015-12-07,72.7847900390625
2015-12-08,72.72157287597656
2015-12-09,72.72157287597656
2015-12-10,71.5993881225586
2015-12-11,71.3386001586914
2015-12-14,71.59147644042969
2015-12-15,72.2711181640625
2015-12-16,74.12035369873047
2015-12-17,74.2145004272461
2015-12-18,73.40080261230469
2015-12-21,73.47258758544922
2015-12-22,74.10281372070312
2015-12-23,75.30741882324219
2015-12-24,75.29145050048828
2015-12-28,75.4749755859375
2015-12-29,75.90573120117188
2015-12-30,75.7780990600586
2015-12-31,74.9324722290039
2016-01-04,74.67719268798828
2016-01-05,75.20370483398438
2016-01-06,75.09999084472656
2016-01-07,74.54954528808594
2016-01-08,74.51766204833984
2016-01-11,74.96437072753906
2016-01-12,74.4777603149414
2016-01-13,74.33415222167969
2016-01-14,75.53875732421875
2016-01-15,74.81278991699219
2016-01-19,75.802001953125
2016-01-20,74.1825942993164
2016-01-21,74.13473510742188
2016-01-22,75.5946044921875
2016-01-25,74.78887176513672
2016-01-26,75.42708587646484
2016-01-27,75.57865905761719
2016-01-28,76.83111572265625
2016-01-29,78.45054626464844
2016-02-01,79.272216796875
2016-02-02,79.54344940185547
2016-02-03,80.57254791259766
2016-02-04,80.14176177978516
2016-02-05,80.26143646240234
2016-02-08,80.02210235595703
2016-02-09,80.3332290649414
2016-02-10,80.26941680908203
2016-02-11,78.98501586914062
2016-02-12,78.681884765625
2016-02-16,79.23234558105469
2016-02-17,79.09671020507812
2016-02-18,80.30130767822266
2016-02-19,79.79871368408203
2016-02-22,80.61243438720703
2016-02-23,80.63639068603516
2016-02-24,81.0831069946289
2016-02-25,81.83297729492188
2016-02-26,79.62323760986328
2016-02-29,79.84660339355469
2016-03-01,79.53548431396484
2016-03-02,80.09390258789062
2016-03-03,80.5406265258789
2016-03-04,81.41019439697266
2016-03-07,81.84097290039062
2016-03-08,82.51107788085938
2016-03-09,82.99771118164062
2016-03-10,83.05354309082031
2016-03-11,83.24501037597656
2016-03-14,83.25298309326172
2016-03-15,83.45243072509766
2016-03-16,84.22624206542969
2016-03-17,85.14366149902344
2016-03-18,84.59320831298828
2016-03-21,84.4703140258789
2016-03-22,84.25344848632812
2016-03-23,84.71127319335938
2016-03-24,85.03254699707031
2016-03-28,84.8076400756836
2016-03-29,86.19715881347656
2016-03-30,85.95618438720703
2016-03-31,86.3658218383789
2016-04-01,86.75936126708984
2016-04-04,86.32565307617188
2016-04-05,84.73535919189453
2016-04-06,84.6630859375
2016-04-07,84.6309585571289
2016-04-08,85.07270050048828
2016-04-11,84.8076400756836
2016-04-12,85.36184692382812
2016-04-13,84.91205596923828
2016-04-14,84.76750946044922
2016-04-15,85.3458023071289
2016-04-18,85.65902709960938
2016-04-19,85.83573150634766
2016-04-20,84.14102935791016
2016-04-21,82.05274963378906
2016-04-22,82.77562713623047
2016-04-25,82.93624877929688
2016-04-26,83.1691665649414
2016-04-27,84.24543762207031
2016-04-28,84.24543762207031
2016-04-29,84.67913818359375
2016-05-02,85.3297119140625
2016-05-03,85.27348327636719
2016-05-04,86.26140594482422
2016-05-05,85.9321060180664
2016-05-06,85.51446533203125
2016-05-09,85.94818115234375
2016-05-10,86.10881805419922
2016-05-11,86.29353332519531
2016-05-12,86.77544403076172
2016-05-13,86.41398620605469
2016-05-16,86.55859375
2016-05-17,85.04056549072266
2016-05-18,83.54666900634766
2016-05-19,84.32572937011719
2016-05-20,84.5426025390625
2016-05-23,83.77153778076172
2016-05-24,84.75141143798828
2016-05-25,84.4703140258789
2016-05-26,85.35381317138672
2016-05-27,85.59477233886719
2016-05-31,86.06062316894531
2016-06-01,86.43006896972656
2016-06-02,86.3899154663086
2016-06-03,87.76335144042969
2016-06-06,87.71517944335938
2016-06-07,87.68303680419922
2016-06-08,88.26129913330078
2016-06-09,89.03239440917969
2016-06-10,88.68700408935547
2016-06-13,88.54241943359375
2016-06-14,88.91992950439453
2016-06-15,88.34163665771484
2016-06-16,88.89583587646484
2016-06-17,89.15284729003906
2016-06-20,88.83155822753906
2016-06-21,89.02095031738281
2016-06-22,88.57584381103516
2016-06-23,88.9561996459961
2016-06-24,88.91575622558594
2016-06-27,89.99207305908203
2016-06-28,90.41289520263672
2016-06-29,90.73662567138672
2016-06-30,92.66272735595703
2016-07-01,92.57368469238281
2016-07-05,93.11590576171875
2016-07-06,93.4072494506836
2016-07-07,91.71585083007812
2016-07-08,92.56562805175781
2016-07-11,92.54132843017578
2016-07-12,91.42452239990234
2016-07-13,92.12049102783203
2016-07-14,91.47307586669922
2016-07-15,91.7320327758789
2016-07-18,91.94246673583984
2016-07-19,91.76441192626953
2016-07-20,91.3597640991211
2016-07-21,91.78868103027344
2016-07-22,92.93787384033203
2016-07-25,92.73554229736328
2016-07-26,92.12049102783203
2016-07-27,91.05223846435547
2016-07-28,91.29503631591797
2016-07-29,91.83724212646484
2016-08-01,91.76441192626953
2016-08-02,91.26265716552734
2016-08-03,90.82565307617188
2016-08-04,90.7285385131836
2016-08-05,89.57936096191406
2016-08-08,89.46604919433594
2016-08-09,89.32039642333984
2016-08-10,89.4175033569336
2016-08-11,89.64410400390625
2016-08-12,89.6603012084961
2016-08-15,88.39778900146484
2016-08-16,87.32147979736328
2016-08-17,88.4625473022461
2016-08-18,89.57936096191406
2016-08-19,88.55154418945312
2016-08-22,88.82672119140625
2016-08-23,88.47875213623047
2016-08-24,88.43826293945312
2016-08-25,88.51111602783203
2016-08-26,86.7954330444336
2016-08-29,87.46713256835938
2016-08-30,86.6092758178711
2016-08-31,86.85208129882812
2016-09-01,86.47172546386719
2016-09-02,87.6856460571289
2016-09-06,88.57584381103516
2016-09-07,88.6487045288086
2016-09-08,88.98048400878906
2016-09-09,85.7514419555664
2016-09-12,87.07866668701172
2016-09-13,85.8890380859375
2016-09-14,86.13992309570312
